,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
184617,Uttar Pradesh,SANT RAVIDAS NAGAR,2012,Kharif     ,Urad,0.552,0.471
184618,Uttar Pradesh,SANT RAVIDAS NAGAR,2012,Rabi       ,Barley,0.323,0.484
184619,Uttar Pradesh,SANT RAVIDAS NAGAR,2012,Rabi       ,Gram,0.793,0.863
184620,Uttar Pradesh,SANT RAVIDAS NAGAR,2012,Rabi       ,Onion,0.005,0.115
184621,Uttar Pradesh,SANT RAVIDAS NAGAR,2012,Rabi       ,Peas & beans (Pulses),1.132,1.322
184622,Uttar Pradesh,SANT RAVIDAS NAGAR,2012,Rabi       ,Potato,1.398,34.044
184623,Uttar Pradesh,SANT RAVIDAS NAGAR,2012,Rabi       ,Wheat,48.269,137.416
184625,Uttar Pradesh,SANT RAVIDAS NAGAR,2012,Summer     ,Onion,0.056,0.609
184626,Uttar Pradesh,SANT RAVIDAS NAGAR,2012,Summer     ,Urad,0.012,0.008
184627,Uttar Pradesh,SANT RAVIDAS NAGAR,2013,Kharif     ,Bajra,9.004,12.088
184628,Uttar Pradesh,SANT RAVIDAS NAGAR,2013,Kharif     ,Chillies,0.019,0.015
184629,Uttar Pradesh,SANT RAVIDAS NAGAR,2013,Kharif     ,Guar seed,0.007,0.006
184630,Uttar Pradesh,SANT RAVIDAS NAGAR,2013,Kharif     ,Jowar,1.734,1.788
184631,Uttar Pradesh,SANT RAVIDAS NAGAR,2013,Kharif     ,Maize,0.651,0.739
184632,Uttar Pradesh,SANT RAVIDAS NAGAR,2013,Kharif     ,Rice,27.721,70.938
184633,Uttar Pradesh,SANT RAVIDAS NAGAR,2013,Kharif     ,Sannhamp,0.023,0.006
184634,Uttar Pradesh,SANT RAVIDAS NAGAR,2013,Kharif     ,Sesamum,0.243,0.054
184635,Uttar Pradesh,SANT RAVIDAS NAGAR,2013,Kharif     ,Sugarcane,0.946,60.31
184636,Uttar Pradesh,SANT RAVIDAS NAGAR,2013,Kharif     ,Sweet potato,0.002,0.027
184637,Uttar Pradesh,SANT RAVIDAS NAGAR,2013,Kharif     ,Urad,0.389,0.346
184638,Uttar Pradesh,SANT RAVIDAS NAGAR,2013,Rabi       ,Barley,0.361,0.767
184639,Uttar Pradesh,SANT RAVIDAS NAGAR,2013,Rabi       ,Gram,0.722,0.648
184640,Uttar Pradesh,SANT RAVIDAS NAGAR,2013,Rabi       ,Linseed,0.002,0.001
184641,Uttar Pradesh,SANT RAVIDAS NAGAR,2013,Rabi       ,Maize,0.004,0.014
184642,Uttar Pradesh,SANT RAVIDAS NAGAR,2013,Rabi       ,Onion,0.016,0.325
184643,Uttar Pradesh,SANT RAVIDAS NAGAR,2013,Rabi       ,Peas & beans (Pulses),1.076,1.05
184644,Uttar Pradesh,SANT RAVIDAS NAGAR,2013,Rabi       ,Potato,1.419,30.033
184645,Uttar Pradesh,SANT RAVIDAS NAGAR,2013,Rabi       ,Wheat,48.216,131.63
184647,Uttar Pradesh,SANT RAVIDAS NAGAR,2013,Summer     ,Onion,0.07,0.942
184648,Uttar Pradesh,SANT RAVIDAS NAGAR,2013,Summer     ,Sunflower,0.015,0.024
184649,Uttar Pradesh,SANT RAVIDAS NAGAR,2013,Summer     ,Urad,0.024,0.014
184650,Uttar Pradesh,SANT RAVIDAS NAGAR,2014,Kharif     ,Bajra,9.694,11.383
184651,Uttar Pradesh,SANT RAVIDAS NAGAR,2014,Kharif     ,Ginger,0.002,0.009
184652,Uttar Pradesh,SANT RAVIDAS NAGAR,2014,Kharif     ,Ginger,0.002,0.009
184653,Uttar Pradesh,SANT RAVIDAS NAGAR,2014,Kharif     ,Guar seed,0.035,0.029
184654,Uttar Pradesh,SANT RAVIDAS NAGAR,2014,Kharif     ,Jowar,2.53,2.893
184655,Uttar Pradesh,SANT RAVIDAS NAGAR,2014,Kharif     ,Maize,0.501,0.53
184656,Uttar Pradesh,SANT RAVIDAS NAGAR,2014,Kharif     ,Rice,27.981,61.95
184657,Uttar Pradesh,SANT RAVIDAS NAGAR,2014,Kharif     ,Sannhamp,0.058,0.022
184658,Uttar Pradesh,SANT RAVIDAS NAGAR,2014,Kharif     ,Sesamum,0.231,0.057
184659,Uttar Pradesh,SANT RAVIDAS NAGAR,2014,Kharif     ,Sugarcane,1.1,72.359
184660,Uttar Pradesh,SANT RAVIDAS NAGAR,2014,Kharif     ,Sweet potato,0.004,0.05
184661,Uttar Pradesh,SANT RAVIDAS NAGAR,2014,Kharif     ,Urad,0.803,0.564
184662,Uttar Pradesh,SANT RAVIDAS NAGAR,2014,Rabi       ,Barley,0.261,0.406
184663,Uttar Pradesh,SANT RAVIDAS NAGAR,2014,Rabi       ,Gram,0.806,0.723
184664,Uttar Pradesh,SANT RAVIDAS NAGAR,2014,Rabi       ,Maize,0.006,0.015
184665,Uttar Pradesh,SANT RAVIDAS NAGAR,2014,Rabi       ,Onion,0.001,0.015
184666,Uttar Pradesh,SANT RAVIDAS NAGAR,2014,Rabi       ,Peas & beans (Pulses),1.131,1.146
184667,Uttar Pradesh,SANT RAVIDAS NAGAR,2014,Rabi       ,Potato,1.183,39.7
184668,Uttar Pradesh,SANT RAVIDAS NAGAR,2014,Rabi       ,Wheat,48.033,74.114
184670,Uttar Pradesh,SANT RAVIDAS NAGAR,2014,Summer     ,Onion,0.064,0.968
184671,Uttar Pradesh,SANT RAVIDAS NAGAR,2014,Summer     ,Urad,0.01,0.006
184875,Uttar Pradesh,SHAHJAHANPUR,2006,Kharif     ,Bajra,4.666,5.291
184876,Uttar Pradesh,SHAHJAHANPUR,2006,Kharif     ,Groundnut,6.101,6.278
184877,Uttar Pradesh,SHAHJAHANPUR,2006,Kharif     ,Jowar,1.553,1.592
184878,Uttar Pradesh,SHAHJAHANPUR,2006,Kharif     ,Maize,2.973,5.61
184879,Uttar Pradesh,SHAHJAHANPUR,2006,Kharif     ,Rice,204.915,459.829
184880,Uttar Pradesh,SHAHJAHANPUR,2006,Kharif     ,Sannhamp,0.002,0.001
184881,Uttar Pradesh,SHAHJAHANPUR,2006,Kharif     ,Sesamum,4.765,0.548
184882,Uttar Pradesh,SHAHJAHANPUR,2006,Kharif     ,Soyabean,0.056,0.055
184883,Uttar Pradesh,SHAHJAHANPUR,2006,Kharif     ,Sugarcane,50.232,2858.804
184884,Uttar Pradesh,SHAHJAHANPUR,2006,Kharif     ,Sweet potato,0.344,4.695
184885,Uttar Pradesh,SHAHJAHANPUR,2006,Rabi       ,Barley,0.68,1.469
184886,Uttar Pradesh,SHAHJAHANPUR,2006,Rabi       ,Gram,0.324,0.236
184887,Uttar Pradesh,SHAHJAHANPUR,2006,Rabi       ,Linseed,0.253,0.089
184888,Uttar Pradesh,SHAHJAHANPUR,2006,Rabi       ,Onion,0.184,3.529
184889,Uttar Pradesh,SHAHJAHANPUR,2006,Rabi       ,Potato,5.02,92.097
184891,Uttar Pradesh,SHAHJAHANPUR,2006,Rabi       ,Wheat,252.57,869.346
184892,Uttar Pradesh,SHAHJAHANPUR,2006,Summer     ,Maize,0.055,0.073
184893,Uttar Pradesh,SHAHJAHANPUR,2006,Summer     ,Onion,0.171,1.991
184894,Uttar Pradesh,SHAHJAHANPUR,2006,Summer     ,Rice,6.258,14.043
184895,Uttar Pradesh,SHAHJAHANPUR,2006,Summer     ,Sunflower,0.006,0.009
184896,Uttar Pradesh,SHAHJAHANPUR,2006,Whole Year ,Banana,0.002,0.078
184898,Uttar Pradesh,SHAHJAHANPUR,2006,Whole Year ,Chillies,0.028,0.027
184899,Uttar Pradesh,SHAHJAHANPUR,2006,Whole Year ,Guar seed,0.044,0.037
184900,Uttar Pradesh,SHAHJAHANPUR,2007,Kharif     ,Bajra,4.063,4.735
184901,Uttar Pradesh,SHAHJAHANPUR,2007,Kharif     ,Chillies,0.029,0.028
184902,Uttar Pradesh,SHAHJAHANPUR,2007,Kharif     ,Groundnut,5.347,4.085
184903,Uttar Pradesh,SHAHJAHANPUR,2007,Kharif     ,Guar seed,0.046,0.039
184904,Uttar Pradesh,SHAHJAHANPUR,2007,Kharif     ,Jowar,1.068,0.666
184905,Uttar Pradesh,SHAHJAHANPUR,2007,Kharif     ,Maize,2.636,4.368
184907,Uttar Pradesh,SHAHJAHANPUR,2007,Kharif     ,Rice,183.655,442.792
184908,Uttar Pradesh,SHAHJAHANPUR,2007,Kharif     ,Sannhamp,0.003,0.001
184909,Uttar Pradesh,SHAHJAHANPUR,2007,Kharif     ,Sesamum,6.765,0.616
184910,Uttar Pradesh,SHAHJAHANPUR,2007,Kharif     ,Soyabean,0.026,0.017
184911,Uttar Pradesh,SHAHJAHANPUR,2007,Kharif     ,Sugarcane,41.285,2183.151
184912,Uttar Pradesh,SHAHJAHANPUR,2007,Kharif     ,Sweet potato,0.457,6.152
184913,Uttar Pradesh,SHAHJAHANPUR,2007,Kharif     ,Urad,7.158,5.211
184914,Uttar Pradesh,SHAHJAHANPUR,2007,Rabi       ,Barley,1.052,2.326
184916,Uttar Pradesh,SHAHJAHANPUR,2007,Rabi       ,Gram,0.368,0.275
184917,Uttar Pradesh,SHAHJAHANPUR,2007,Rabi       ,Linseed,0.253,0.064
184918,Uttar Pradesh,SHAHJAHANPUR,2007,Rabi       ,Maize,0.004,0.011
184919,Uttar Pradesh,SHAHJAHANPUR,2007,Rabi       ,Onion,0.286,3.996
184920,Uttar Pradesh,SHAHJAHANPUR,2007,Rabi       ,Potato,6.144,133.399
184921,Uttar Pradesh,SHAHJAHANPUR,2007,Rabi       ,Wheat,248.575,895.865
184922,Uttar Pradesh,SHAHJAHANPUR,2007,Summer     ,Maize,0.128,0.184
184923,Uttar Pradesh,SHAHJAHANPUR,2007,Summer     ,Onion,0.208,2.808
184924,Uttar Pradesh,SHAHJAHANPUR,2007,Summer     ,Rice,6.077,14.652
184925,Uttar Pradesh,SHAHJAHANPUR,2007,Summer     ,Sunflower,0.011,0.031
184926,Uttar Pradesh,SHAHJAHANPUR,2007,Summer     ,Urad,0.149,0.083
184927,Uttar Pradesh,SHAHJAHANPUR,2008,Kharif     ,Bajra,2.807,3.674
184928,Uttar Pradesh,SHAHJAHANPUR,2008,Kharif     ,Chillies,0.038,0.037
184929,Uttar Pradesh,SHAHJAHANPUR,2008,Kharif     ,Groundnut,5.854,2.699
184930,Uttar Pradesh,SHAHJAHANPUR,2008,Kharif     ,Guar seed,0.063,0.053
184931,Uttar Pradesh,SHAHJAHANPUR,2008,Kharif     ,Jowar,1.574,1.486
184932,Uttar Pradesh,SHAHJAHANPUR,2008,Kharif     ,Maize,1.633,3.163
184934,Uttar Pradesh,SHAHJAHANPUR,2008,Kharif     ,Rice,217.806,490.281
184935,Uttar Pradesh,SHAHJAHANPUR,2008,Kharif     ,Sannhamp,0.02,0.006
184936,Uttar Pradesh,SHAHJAHANPUR,2008,Kharif     ,Sesamum,6.321,0.31
184937,Uttar Pradesh,SHAHJAHANPUR,2008,Kharif     ,Sugarcane,37.629,1985.156
184938,Uttar Pradesh,SHAHJAHANPUR,2008,Kharif     ,Sweet potato,0.461,5.662
184939,Uttar Pradesh,SHAHJAHANPUR,2008,Kharif     ,Urad,7.243,2.731
184940,Uttar Pradesh,SHAHJAHANPUR,2008,Rabi       ,Barley,3.295,9.004
184942,Uttar Pradesh,SHAHJAHANPUR,2008,Rabi       ,Garlic,0.052,0.306
184943,Uttar Pradesh,SHAHJAHANPUR,2008,Rabi       ,Gram,2.384,2.372
184944,Uttar Pradesh,SHAHJAHANPUR,2008,Rabi       ,Linseed,0.172,0.077
184945,Uttar Pradesh,SHAHJAHANPUR,2008,Rabi       ,Maize,0.002,0.005
184946,Uttar Pradesh,SHAHJAHANPUR,2008,Rabi       ,Onion,0.225,2.638
184947,Uttar Pradesh,SHAHJAHANPUR,2008,Rabi       ,Peas & beans (Pulses),0.925,1.116
184948,Uttar Pradesh,SHAHJAHANPUR,2008,Rabi       ,Potato,9.389,121.409
184949,Uttar Pradesh,SHAHJAHANPUR,2008,Rabi       ,Wheat,253.928,915.41
184950,Uttar Pradesh,SHAHJAHANPUR,2008,Summer     ,Maize,0.126,0.189
184952,Uttar Pradesh,SHAHJAHANPUR,2008,Summer     ,Rice,5.295,11.919
184953,Uttar Pradesh,SHAHJAHANPUR,2008,Summer     ,Sunflower,0.001,0.002
184954,Uttar Pradesh,SHAHJAHANPUR,2008,Summer     ,Urad,0.138,0.086
184955,Uttar Pradesh,SHAHJAHANPUR,2009,Kharif     ,Bajra,4.722,6.181
184956,Uttar Pradesh,SHAHJAHANPUR,2009,Kharif     ,Chillies,0.033,0.029
184957,Uttar Pradesh,SHAHJAHANPUR,2009,Kharif     ,Groundnut,6.619,6.222
184958,Uttar Pradesh,SHAHJAHANPUR,2009,Kharif     ,Guar seed,0.042,0.035
184959,Uttar Pradesh,SHAHJAHANPUR,2009,Kharif     ,Jowar,2.691,2.228
184960,Uttar Pradesh,SHAHJAHANPUR,2009,Kharif     ,Maize,1.507,2.863
184962,Uttar Pradesh,SHAHJAHANPUR,2009,Kharif     ,Rice,162.992,425.246
184963,Uttar Pradesh,SHAHJAHANPUR,2009,Kharif     ,Sesamum,7.208,0.533
184964,Uttar Pradesh,SHAHJAHANPUR,2009,Kharif     ,Soyabean,0.036,0.038
184965,Uttar Pradesh,SHAHJAHANPUR,2009,Kharif     ,Sugarcane,38.892,2218.089
184966,Uttar Pradesh,SHAHJAHANPUR,2009,Kharif     ,Sweet potato,0.801,10.894
184967,Uttar Pradesh,SHAHJAHANPUR,2009,Kharif     ,Urad,9.267,3.623
184968,Uttar Pradesh,SHAHJAHANPUR,2009,Rabi       ,Barley,1.806,4.143
184970,Uttar Pradesh,SHAHJAHANPUR,2009,Rabi       ,Garlic,0.113,0.6
184971,Uttar Pradesh,SHAHJAHANPUR,2009,Rabi       ,Gram,0.173,0.142
184972,Uttar Pradesh,SHAHJAHANPUR,2009,Rabi       ,Onion,0.318,5.461
184973,Uttar Pradesh,SHAHJAHANPUR,2009,Rabi       ,Peas & beans (Pulses),0.895,1.148
184974,Uttar Pradesh,SHAHJAHANPUR,2009,Rabi       ,Potato,8.812,160.422
184976,Uttar Pradesh,SHAHJAHANPUR,2009,Rabi       ,Wheat,259.172,927.317
184977,Uttar Pradesh,SHAHJAHANPUR,2009,Summer     ,Banana,0.009,0.37
184978,Uttar Pradesh,SHAHJAHANPUR,2009,Summer     ,Maize,0.207,0.301
184980,Uttar Pradesh,SHAHJAHANPUR,2009,Summer     ,Onion,0.112,1.556
184981,Uttar Pradesh,SHAHJAHANPUR,2009,Summer     ,Rice,6.535,19.01
184982,Uttar Pradesh,SHAHJAHANPUR,2009,Summer     ,Sunflower,0.001,0.002
184983,Uttar Pradesh,SHAHJAHANPUR,2009,Summer     ,Urad,0.121,0.076
184984,Uttar Pradesh,SHAHJAHANPUR,2010,Kharif     ,Bajra,4.131,0.481
184985,Uttar Pradesh,SHAHJAHANPUR,2010,Kharif     ,Chillies,0.187,0.164
184986,Uttar Pradesh,SHAHJAHANPUR,2010,Kharif     ,Groundnut,4.997,4.787
184987,Uttar Pradesh,SHAHJAHANPUR,2010,Kharif     ,Guar seed,0.049,0.041
184988,Uttar Pradesh,SHAHJAHANPUR,2010,Kharif     ,Jowar,1.078,1.086
184989,Uttar Pradesh,SHAHJAHANPUR,2010,Kharif     ,Maize,2.156,
184991,Uttar Pradesh,SHAHJAHANPUR,2010,Kharif     ,Rice,211.075,430.171
184992,Uttar Pradesh,SHAHJAHANPUR,2010,Kharif     ,Sesamum,8.048,0.821
184993,Uttar Pradesh,SHAHJAHANPUR,2010,Kharif     ,Soyabean,0.122,0.15
184994,Uttar Pradesh,SHAHJAHANPUR,2010,Kharif     ,Sugarcane,45.579,2567.192
184995,Uttar Pradesh,SHAHJAHANPUR,2010,Kharif     ,Sweet potato,0.501,6.17
184996,Uttar Pradesh,SHAHJAHANPUR,2010,Kharif     ,Urad,9.073,0.953
184997,Uttar Pradesh,SHAHJAHANPUR,2010,Rabi       ,Barley,1.043,2.736
184998,Uttar Pradesh,SHAHJAHANPUR,2010,Rabi       ,Gram,0.044,0.039
184999,Uttar Pradesh,SHAHJAHANPUR,2010,Rabi       ,Linseed,0.005,0.002
185000,Uttar Pradesh,SHAHJAHANPUR,2010,Rabi       ,Onion,0.217,3.995
185001,Uttar Pradesh,SHAHJAHANPUR,2010,Rabi       ,Peas & beans (Pulses),0.617,1.336
185002,Uttar Pradesh,SHAHJAHANPUR,2010,Rabi       ,Potato,9.668,150.202
185004,Uttar Pradesh,SHAHJAHANPUR,2010,Rabi       ,Wheat,249.556,898.651
185005,Uttar Pradesh,SHAHJAHANPUR,2010,Summer     ,Maize,0.015,0.022
185007,Uttar Pradesh,SHAHJAHANPUR,2010,Summer     ,Rice,5.949,12.124
185008,Uttar Pradesh,SHAHJAHANPUR,2010,Summer     ,Sunflower,0.003,0.006
185009,Uttar Pradesh,SHAHJAHANPUR,2010,Summer     ,Urad,0.198,0.124
185010,Uttar Pradesh,SHAHJAHANPUR,2011,Kharif     ,Bajra,5.753,7.151
185011,Uttar Pradesh,SHAHJAHANPUR,2011,Kharif     ,Chillies,0.063,0.052
185012,Uttar Pradesh,SHAHJAHANPUR,2011,Kharif     ,Groundnut,4.043,4.637
185013,Uttar Pradesh,SHAHJAHANPUR,2011,Kharif     ,Guar seed,0.049,0.04
185014,Uttar Pradesh,SHAHJAHANPUR,2011,Kharif     ,Jowar,1.478,1.121
185015,Uttar Pradesh,SHAHJAHANPUR,2011,Kharif     ,Maize,1.784,2.46
185017,Uttar Pradesh,SHAHJAHANPUR,2011,Kharif     ,Rice,191.093,500.281
185018,Uttar Pradesh,SHAHJAHANPUR,2011,Kharif     ,Sesamum,8.289,0.895
185019,Uttar Pradesh,SHAHJAHANPUR,2011,Kharif     ,Soyabean,0.113,0.141
185020,Uttar Pradesh,SHAHJAHANPUR,2011,Kharif     ,Sugarcane,41.556,2458.952
185021,Uttar Pradesh,SHAHJAHANPUR,2011,Kharif     ,Sweet potato,0.513,6.666
185022,Uttar Pradesh,SHAHJAHANPUR,2011,Kharif     ,Urad,8.499,5.584
185023,Uttar Pradesh,SHAHJAHANPUR,2011,Rabi       ,Barley,0.417,1.211
185025,Uttar Pradesh,SHAHJAHANPUR,2011,Rabi       ,Garlic,0.063,0.326
185026,Uttar Pradesh,SHAHJAHANPUR,2011,Rabi       ,Gram,0.032,0.038
185027,Uttar Pradesh,SHAHJAHANPUR,2011,Rabi       ,Maize,0.026,0.062
185028,Uttar Pradesh,SHAHJAHANPUR,2011,Rabi       ,Onion,0.14,3.203
185029,Uttar Pradesh,SHAHJAHANPUR,2011,Rabi       ,Peas & beans (Pulses),0.553,0.961
185030,Uttar Pradesh,SHAHJAHANPUR,2011,Rabi       ,Potato,11.213,243.479
185032,Uttar Pradesh,SHAHJAHANPUR,2011,Rabi       ,Wheat,247.222,940.185
185033,Uttar Pradesh,SHAHJAHANPUR,2011,Summer     ,Maize,0.088,0.146
185035,Uttar Pradesh,SHAHJAHANPUR,2011,Summer     ,Onion,0.112,1.213
185036,Uttar Pradesh,SHAHJAHANPUR,2011,Summer     ,Rice,5.679,14.868
185037,Uttar Pradesh,SHAHJAHANPUR,2011,Summer     ,Sunflower,0.003,0.005
185038,Uttar Pradesh,SHAHJAHANPUR,2011,Summer     ,Urad,0.11,0.073
185039,Uttar Pradesh,SHAHJAHANPUR,2012,Kharif     ,Bajra,3.581,3.432
185040,Uttar Pradesh,SHAHJAHANPUR,2012,Kharif     ,Chillies,0.115,0.093
185041,Uttar Pradesh,SHAHJAHANPUR,2012,Kharif     ,Groundnut,4.279,3.269
185042,Uttar Pradesh,SHAHJAHANPUR,2012,Kharif     ,Guar seed,0.05,0.041
185043,Uttar Pradesh,SHAHJAHANPUR,2012,Kharif     ,Jowar,0.185,0.199
185044,Uttar Pradesh,SHAHJAHANPUR,2012,Kharif     ,Maize,1.695,3.212
185046,Uttar Pradesh,SHAHJAHANPUR,2012,Kharif     ,Rice,215.646,579.441
185047,Uttar Pradesh,SHAHJAHANPUR,2012,Kharif     ,Sesamum,8.352,0.894
185048,Uttar Pradesh,SHAHJAHANPUR,2012,Kharif     ,Soyabean,0.018,0.025
185049,Uttar Pradesh,SHAHJAHANPUR,2012,Kharif     ,Sugarcane,46.086,2829.68
185050,Uttar Pradesh,SHAHJAHANPUR,2012,Kharif     ,Sweet potato,0.412,5.334
185051,Uttar Pradesh,SHAHJAHANPUR,2012,Kharif     ,Urad,9.263,5.048
185052,Uttar Pradesh,SHAHJAHANPUR,2012,Rabi       ,Barley,0.107,0.285
185054,Uttar Pradesh,SHAHJAHANPUR,2012,Rabi       ,Garlic,0.181,0.94
185055,Uttar Pradesh,SHAHJAHANPUR,2012,Rabi       ,Gram,0.077,0.085
185056,Uttar Pradesh,SHAHJAHANPUR,2012,Rabi       ,Linseed,0.004,0.002
185057,Uttar Pradesh,SHAHJAHANPUR,2012,Rabi       ,Onion,0.234,5.383
185058,Uttar Pradesh,SHAHJAHANPUR,2012,Rabi       ,Peas & beans (Pulses),0.516,1.095
185059,Uttar Pradesh,SHAHJAHANPUR,2012,Rabi       ,Potato,10.941,238.973
185061,Uttar Pradesh,SHAHJAHANPUR,2012,Rabi       ,Wheat,264.247,959.481
185062,Uttar Pradesh,SHAHJAHANPUR,2012,Summer     ,Banana,0.003,0.134
185063,Uttar Pradesh,SHAHJAHANPUR,2012,Summer     ,Maize,0.083,0.153
185065,Uttar Pradesh,SHAHJAHANPUR,2012,Summer     ,Onion,0.107,1.164
185066,Uttar Pradesh,SHAHJAHANPUR,2012,Summer     ,Rice,5.581,14.996
185067,Uttar Pradesh,SHAHJAHANPUR,2012,Summer     ,Urad,0.137,0.095
185068,Uttar Pradesh,SHAHJAHANPUR,2013,Kharif     ,Bajra,3.199,4.005
185069,Uttar Pradesh,SHAHJAHANPUR,2013,Kharif     ,Chillies,0.076,0.061
185070,Uttar Pradesh,SHAHJAHANPUR,2013,Kharif     ,Groundnut,4.688,6.905
185071,Uttar Pradesh,SHAHJAHANPUR,2013,Kharif     ,Guar seed,0.015,0.013
185072,Uttar Pradesh,SHAHJAHANPUR,2013,Kharif     ,Jowar,0.866,0.78
185073,Uttar Pradesh,SHAHJAHANPUR,2013,Kharif     ,Maize,1.587,1.763
185075,Uttar Pradesh,SHAHJAHANPUR,2013,Kharif     ,Rice,198.105,531.714
185076,Uttar Pradesh,SHAHJAHANPUR,2013,Kharif     ,Sesamum,7.23,0.629
185077,Uttar Pradesh,SHAHJAHANPUR,2013,Kharif     ,Soyabean,0.018,0.01
185078,Uttar Pradesh,SHAHJAHANPUR,2013,Kharif     ,Sugarcane,40.137,2444.664
185079,Uttar Pradesh,SHAHJAHANPUR,2013,Kharif     ,Sweet potato,0.75,9.912
185080,Uttar Pradesh,SHAHJAHANPUR,2013,Kharif     ,Urad,8.176,4.636
185081,Uttar Pradesh,SHAHJAHANPUR,2013,Rabi       ,Barley,0.063,0.174
185083,Uttar Pradesh,SHAHJAHANPUR,2013,Rabi       ,Garlic,0.097,0.569
185084,Uttar Pradesh,SHAHJAHANPUR,2013,Rabi       ,Gram,0.095,0.041
185085,Uttar Pradesh,SHAHJAHANPUR,2013,Rabi       ,Linseed,0.001,
185086,Uttar Pradesh,SHAHJAHANPUR,2013,Rabi       ,Onion,0.227,4.617
185087,Uttar Pradesh,SHAHJAHANPUR,2013,Rabi       ,Peas & beans (Pulses),0.803,1.733
185088,Uttar Pradesh,SHAHJAHANPUR,2013,Rabi       ,Potato,12.353,419.187
185090,Uttar Pradesh,SHAHJAHANPUR,2013,Rabi       ,Wheat,255.24,934.689
185091,Uttar Pradesh,SHAHJAHANPUR,2013,Summer     ,Maize,0.272,0.5
185093,Uttar Pradesh,SHAHJAHANPUR,2013,Summer     ,Onion,0.085,1.144
185094,Uttar Pradesh,SHAHJAHANPUR,2013,Summer     ,Rice,5.32,14.279
185095,Uttar Pradesh,SHAHJAHANPUR,2013,Summer     ,Sunflower,0.005,0.008
185096,Uttar Pradesh,SHAHJAHANPUR,2013,Summer     ,Urad,0.104,0.06
185097,Uttar Pradesh,SHAHJAHANPUR,2014,Kharif     ,Bajra,4.166,6.795
185098,Uttar Pradesh,SHAHJAHANPUR,2014,Kharif     ,Chillies,0.007,0.006
185099,Uttar Pradesh,SHAHJAHANPUR,2014,Kharif     ,Groundnut,3.661,4.093
185100,Uttar Pradesh,SHAHJAHANPUR,2014,Kharif     ,Guar seed,0.002,0.002
185101,Uttar Pradesh,SHAHJAHANPUR,2014,Kharif     ,Jowar,1.146,1.091
185102,Uttar Pradesh,SHAHJAHANPUR,2014,Kharif     ,Maize,1.807,1.928
185104,Uttar Pradesh,SHAHJAHANPUR,2014,Kharif     ,Rice,203.946,572.069
185105,Uttar Pradesh,SHAHJAHANPUR,2014,Kharif     ,Sesamum,7.485,1.25
185106,Uttar Pradesh,SHAHJAHANPUR,2014,Kharif     ,Sugarcane,42.195,2850.863
185107,Uttar Pradesh,SHAHJAHANPUR,2014,Kharif     ,Sweet potato,0.922,11.421
185108,Uttar Pradesh,SHAHJAHANPUR,2014,Kharif     ,Urad,8.123,4.728
185109,Uttar Pradesh,SHAHJAHANPUR,2014,Rabi       ,Barley,2.166,3.714
185111,Uttar Pradesh,SHAHJAHANPUR,2014,Rabi       ,Garlic,0.085,0.493
185112,Uttar Pradesh,SHAHJAHANPUR,2014,Rabi       ,Gram,0.067,0.02
185113,Uttar Pradesh,SHAHJAHANPUR,2014,Rabi       ,Maize,0.01,0.024
185114,Uttar Pradesh,SHAHJAHANPUR,2014,Rabi       ,Onion,0.327,5.003
185115,Uttar Pradesh,SHAHJAHANPUR,2014,Rabi       ,Peas & beans (Pulses),0.505,0.495
185116,Uttar Pradesh,SHAHJAHANPUR,2014,Rabi       ,Potato,7.444,86.06
185118,Uttar Pradesh,SHAHJAHANPUR,2014,Rabi       ,Wheat,260.462,517.017
185119,Uttar Pradesh,SHAHJAHANPUR,2014,Summer     ,Banana,0.004,0.18
185120,Uttar Pradesh,SHAHJAHANPUR,2014,Summer     ,Maize,0.165,0.293
185122,Uttar Pradesh,SHAHJAHANPUR,2014,Summer     ,Onion,0.09,1.361
185123,Uttar Pradesh,SHAHJAHANPUR,2014,Summer     ,Rice,5.379,15.088
185124,Uttar Pradesh,SHAHJAHANPUR,2014,Summer     ,Urad,0.285,0.154
185125,Uttar Pradesh,SHAMLI,2012,Kharif     ,Cotton,0.034,0.008
185126,Uttar Pradesh,SHAMLI,2012,Kharif     ,Chillies,0.068,0.055
185127,Uttar Pradesh,SHAMLI,2012,Kharif     ,Maize,0.038,0.05
185129,Uttar Pradesh,SHAMLI,2012,Kharif     ,Rice,20.766,53.639
185130,Uttar Pradesh,SHAMLI,2012,Kharif     ,Sesamum,0.021,0.004
185131,Uttar Pradesh,SHAMLI,2012,Kharif     ,Sugarcane,65.987,4689.3
185132,Uttar Pradesh,SHAMLI,2012,Kharif     ,Sweet potato,0.016,0.207
185133,Uttar Pradesh,SHAMLI,2012,Kharif     ,Urad,0.201,0.133
185134,Uttar Pradesh,SHAMLI,2012,Rabi       ,Barley,0.161,0.429
185135,Uttar Pradesh,SHAMLI,2012,Rabi       ,Garlic,0.339,1.761
185136,Uttar Pradesh,SHAMLI,2012,Rabi       ,Gram,0.004,0.005
185137,Uttar Pradesh,SHAMLI,2012,Rabi       ,Onion,0.035,0.805
185138,Uttar Pradesh,SHAMLI,2012,Rabi       ,Peas & beans (Pulses),0.015,0.022
185139,Uttar Pradesh,SHAMLI,2012,Rabi       ,Potato,0.644,16.784
185141,Uttar Pradesh,SHAMLI,2012,Rabi       ,Wheat,50.033,188.124
185142,Uttar Pradesh,SHAMLI,2012,Summer     ,Maize,0.033,0.061
