,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
388,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Jowar,2906.0,4545.0
390,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Maize,3541.0,3431.0
391,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Moong(Green Gram),1150.0,174.0
392,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Onion,776.0,8432.0
394,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Ragi,5157.0,12140.0
395,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Rice,29066.0,66329.0
397,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Soyabean,51.0,0.0
398,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Sunflower,60319.0,22149.0
399,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Urad,32.0,2.0
400,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Bajra,129.0,39.0
401,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Chillies,83.0,161.0
402,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Gram,54264.0,20186.0
403,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Groundnut,17529.0,18651.0
404,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Horse-gram,1859.0,688.0
405,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Jowar,12676.0,11497.0
406,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Linseed,8.0,2.0
407,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Maize,1288.0,8933.0
408,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Moong(Green Gram),4.0,1.0
409,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Onion,401.0,7192.0
410,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Ragi,417.0,517.0
411,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Rice,10960.0,20462.0
412,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Safflower,2594.0,340.0
414,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Urad,408.0,236.0
415,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Wheat,362.0,333.0
417,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Banana,19.0,1006.0
420,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Brinjal,1026.0,10162.0
423,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Coriander,3914.0,481.0
425,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Grapes,111.0,2075.0
427,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Orange,13767.0,112541.0
431,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Papaya,1544.0,201409.0
433,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Potato,2.0,17.0
434,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Sugarcane,329.0,22481.0
435,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Sweet potato,50.0,540.0
437,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Tomato,3356.0,16627.0
439,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Bajra,2280.0,378.0
440,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Castor seed,1927.0,805.0
441,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Cotton,4212.0,4262.0
442,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Chillies,2920.0,10702.0
443,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Groundnut,670935.0,187862.0
444,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Horse-gram,492.0,54.0
445,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Jowar,12487.0,30830.0
447,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Maize,6246.0,10718.0
448,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Moong(Green Gram),1216.0,662.0
449,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Onion,846.0,13250.0
451,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Ragi,3353.0,3547.0
452,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Rice,17515.0,44891.0
455,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Soyabean,16.0,18.0
456,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Sunflower,74525.0,29572.0
457,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Urad,82.0,51.0
458,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Bajra,113.0,19.0
459,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Chillies,91.0,190.0
460,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Gram,51461.0,15438.0
461,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Groundnut,15060.0,19819.0
462,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Horse-gram,1560.0,844.0
463,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Jowar,21391.0,19444.0
464,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Linseed,7.0,2.0
465,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Maize,1212.0,6787.0
466,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Moong(Green Gram),22.0,7.0
467,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Onion,535.0,11180.0
469,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Ragi,614.0,986.0
470,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Rice,10826.0,25463.0
471,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Safflower,307.0,11.0
473,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Wheat,414.0,123.0
475,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Banana,36.0,1302.0
477,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Brinjal,1129.0,19414.0
480,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Coriander,5646.0,610.0
482,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Grapes,118.0,2048.0
484,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Orange,13441.0,224640.0
487,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Papaya,1381.0,60038.0
489,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Sugarcane,454.0,32386.0
490,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Sweet potato,30.0,217.0
492,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Tomato,2827.0,17509.0
494,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Bajra,1021.0,403.0
495,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Castor seed,1578.0,923.0
496,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Cotton,8933.0,7041.0
497,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Chillies,3402.0,11288.0
498,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Groundnut,857823.0,684543.0
499,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Horse-gram,421.0,121.0
500,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Jowar,4300.0,5693.0
501,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Maize,3495.0,10031.0
502,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Moong(Green Gram),1464.0,545.0
503,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Onion,1324.0,24824.0
505,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Ragi,3166.0,5860.0
506,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Rice,24335.0,85051.0
508,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Soyabean,1131.0,691.0
509,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Sunflower,56819.0,34209.0
510,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Urad,76.0,37.0
511,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Bajra,62.0,24.0
512,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Chillies,155.0,754.0
513,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Gram,42106.0,9516.0
514,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Groundnut,14500.0,21736.0
515,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Horse-gram,226.0,30.0
516,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Jowar,11871.0,14269.0
517,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Linseed,34.0,4.0
518,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Maize,3572.0,25822.0
519,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Moong(Green Gram),3.0,1.0
520,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Onion,234.0,4830.0
521,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Ragi,397.0,897.0
522,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Rice,9240.0,21622.0
523,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Safflower,186.0,10.0
525,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Sunflower,27228.0,9530.0
526,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Wheat,393.0,88.0
527,Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Banana,324.0,16897.0
529,Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Coriander,2439.0,290.0
530,Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Potato,2.0,20.0
531,Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Sugarcane,400.0,34072.0
532,Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Sweet potato,33.0,68.0
534,Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Turmeric,4.0,36.0
536,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Bajra,993.0,1888.0
537,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Castor seed,2081.0,1521.0
538,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Cotton,3295.0,3450.0
539,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Chillies,2178.0,6175.0
540,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Groundnut,877029.0,362213.0
541,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Horse-gram,410.0,107.0
542,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Jowar,3759.0,3879.0
543,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Maize,5958.0,21538.0
544,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Moong(Green Gram),1078.0,747.0
545,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Onion,985.0,17025.0
547,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Ragi,2303.0,4394.0
548,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Rice,25008.0,69972.0
550,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Soyabean,421.0,232.0
551,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Urad,69.0,24.0
552,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Bajra,66.0,125.0
553,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Chillies,58.0,214.0
554,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Gram,49105.0,48172.0
555,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Groundnut,22006.0,29752.0
556,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Horse-gram,205.0,77.0
557,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Jowar,12931.0,9970.0
558,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Linseed,29.0,11.0
559,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Maize,1435.0,10721.0
560,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Moong(Green Gram),16.0,5.0
561,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Onion,381.0,9063.0
562,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Ragi,472.0,752.0
563,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Rice,23142.0,55587.0
564,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Safflower,162.0,33.0
565,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Urad,11.0,7.0
566,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Wheat,297.0,175.0
568,Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Banana,303.0,16231.0
570,Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Coriander,2962.0,900.0
571,Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Sugarcane,227.0,20612.0
572,Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Sunflower,48677.0,8401.0
573,Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Sweet potato,23.0,121.0
575,Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Turmeric,2.0,15.0
577,Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Bajra,620.0,189.0
578,Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Castor seed,899.0,451.0
579,Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Cotton,1506.0,1940.0
580,Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Chillies,1754.0,5658.0
581,Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Groundnut,644007.0,43148.0
582,Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Horse-gram,1021.0,182.0
583,Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Jowar,18043.0,7813.0
584,Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Maize,4877.0,20181.0
585,Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Moong(Green Gram),788.0,98.0
586,Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Onion,869.0,9423.0
588,Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Ragi,2035.0,3696.0
589,Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Rice,22349.0,67427.0
591,Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Urad,69.0,26.0
592,Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Bajra,141.0,43.0
593,Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Chillies,10.0,37.0
594,Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Gram,83533.0,30739.0
595,Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Groundnut,18104.0,18991.0
596,Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Horse-gram,1779.0,882.0
597,Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Jowar,24944.0,15440.0
598,Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Linseed,15.0,4.0
599,Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Maize,3120.0,23640.0
600,Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Moong(Green Gram),139.0,52.0
601,Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Onion,167.0,4075.0
602,Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Ragi,386.0,532.0
603,Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Rice,10846.0,31974.0
604,Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Safflower,72.0,28.0
605,Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Urad,24.0,19.0
606,Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Wheat,190.0,50.0
608,Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Banana,289.0,14141.0
610,Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Coriander,1389.0,385.0
611,Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Sugarcane,339.0,30937.0
612,Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Sunflower,60751.0,23561.0
613,Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Sweet potato,25.0,137.0
614,Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Turmeric,1.0,8.0
616,Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Bajra,1000.0,3000.0
617,Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Castor seed,2000.0,1000.0
618,Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Cotton,3000.0,2000.0
619,Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Chillies,2000.0,9000.0
620,Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Groundnut,876000.0,1102000.0
621,Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Jowar,4000.0,3000.0
622,Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Maize,7000.0,32000.0
623,Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Moong(Green Gram),1000.0,
624,Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Onion,2000.0,38000.0
625,Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Ragi,2000.0,4000.0
626,Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Rice,30000.0,95000.0
627,Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Sunflower,19000.0,10000.0
628,Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Gram,75000.0,78000.0
629,Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Groundnut,21000.0,28000.0
630,Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Horse-gram,1000.0,
631,Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Jowar,12000.0,8000.0
632,Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Maize,6000.0,48000.0
633,Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Rice,14000.0,37000.0
634,Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Sunflower,26000.0,20000.0
636,Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Bajra,743.0,1011.0
637,Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Castor seed,886.0,668.0
638,Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Cotton,1611.0,1241.0
639,Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Chillies,1574.0,5506.0
640,Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Groundnut,853577.0,75115.0
641,Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Horse-gram,295.0,165.0
642,Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Jowar,1782.0,2204.0
643,Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Maize,6041.0,20896.0
644,Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Moong(Green Gram),629.0,245.0
645,Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Onion,1376.0,23531.0
647,Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Ragi,1460.0,3678.0
648,Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Rice,30306.0,94615.0
650,Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Soyabean,182.0,248.0
651,Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Bajra,26.0,35.0
652,Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Gram,73055.0,68379.0
653,Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Groundnut,16879.0,24897.0
654,Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Horse-gram,205.0,136.0
655,Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Jowar,12501.0,6951.0
656,Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Linseed,14.0,5.0
657,Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Maize,3658.0,32300.0
658,Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Onion,173.0,4129.0
659,Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Ragi,336.0,630.0
660,Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Rice,18416.0,49815.0
661,Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Safflower,113.0,44.0
662,Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Wheat,164.0,217.0
664,Andhra Pradesh,ANANTAPUR,2008,Whole Year ,Banana,3603.0,160939.0
666,Andhra Pradesh,ANANTAPUR,2008,Whole Year ,Coriander,3766.0,1288.0
667,Andhra Pradesh,ANANTAPUR,2008,Whole Year ,Sugarcane,131.0,12305.0
668,Andhra Pradesh,ANANTAPUR,2008,Whole Year ,Sunflower,42268.0,26305.0
670,Andhra Pradesh,ANANTAPUR,2008,Whole Year ,Turmeric,4.0,40.0
672,Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Bajra,1722.0,3167.0
673,Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Castor seed,1332.0,663.0
674,Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Cotton,2063.0,1226.0
675,Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Chillies,1604.0,4031.0
676,Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Groundnut,510874.0,113925.0
677,Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Horse-gram,5848.0,3982.0
678,Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Jowar,41409.0,25881.0
679,Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Maize,8852.0,43924.0
680,Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Moong(Green Gram),448.0,115.0
681,Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Onion,1663.0,29811.0
683,Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Ragi,2420.0,3780.0
684,Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Rice,32226.0,101512.0
686,Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Soyabean,24.0,20.0
687,Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Urad,30.0,9.0
689,Andhra Pradesh,ANANTAPUR,2009,Rabi       ,Bajra,45.0,83.0
690,Andhra Pradesh,ANANTAPUR,2009,Rabi       ,Gram,92936.0,107248.0
691,Andhra Pradesh,ANANTAPUR,2009,Rabi       ,Groundnut,19507.0,28051.0
692,Andhra Pradesh,ANANTAPUR,2009,Rabi       ,Horse-gram,4935.0,3420.0
693,Andhra Pradesh,ANANTAPUR,2009,Rabi       ,Jowar,17721.0,14283.0
694,Andhra Pradesh,ANANTAPUR,2009,Rabi       ,Maize,4615.0,33736.0
695,Andhra Pradesh,ANANTAPUR,2009,Rabi       ,Moong(Green Gram),8.0,3.0
696,Andhra Pradesh,ANANTAPUR,2009,Rabi       ,Onion,230.0,5665.0
697,Andhra Pradesh,ANANTAPUR,2009,Rabi       ,Ragi,1122.0,2458.0
699,Andhra Pradesh,ANANTAPUR,2009,Rabi       ,Rice,19428.0,46899.0
700,Andhra Pradesh,ANANTAPUR,2009,Rabi       ,Safflower,46.0,20.0
701,Andhra Pradesh,ANANTAPUR,2009,Rabi       ,Urad,17.0,13.0
702,Andhra Pradesh,ANANTAPUR,2009,Rabi       ,Wheat,179.0,97.0
704,Andhra Pradesh,ANANTAPUR,2009,Whole Year ,Banana,5010.0,265981.0
706,Andhra Pradesh,ANANTAPUR,2009,Whole Year ,Coriander,4470.0,1797.0
707,Andhra Pradesh,ANANTAPUR,2009,Whole Year ,Sugarcane,112.0,9968.0
708,Andhra Pradesh,ANANTAPUR,2009,Whole Year ,Sunflower,55286.0,33503.0
709,Andhra Pradesh,ANANTAPUR,2009,Whole Year ,Sweet potato,13.0,77.0
712,Andhra Pradesh,ANANTAPUR,2010,Kharif     ,Bajra,2010.0,1465.0
713,Andhra Pradesh,ANANTAPUR,2010,Kharif     ,Castor seed,4328.0,3795.0
714,Andhra Pradesh,ANANTAPUR,2010,Kharif     ,Cotton,4338.0,2977.0
715,Andhra Pradesh,ANANTAPUR,2010,Kharif     ,Chillies,1968.0,7307.0
716,Andhra Pradesh,ANANTAPUR,2010,Kharif     ,Groundnut,814077.0,446928.0
717,Andhra Pradesh,ANANTAPUR,2010,Kharif     ,Horse-gram,655.0,317.0
718,Andhra Pradesh,ANANTAPUR,2010,Kharif     ,Jowar,2606.0,2069.0
719,Andhra Pradesh,ANANTAPUR,2010,Kharif     ,Maize,10726.0,51174.0
720,Andhra Pradesh,ANANTAPUR,2010,Kharif     ,Mesta,32.0,286.0
721,Andhra Pradesh,ANANTAPUR,2010,Kharif     ,Moong(Green Gram),791.0,251.0
722,Andhra Pradesh,ANANTAPUR,2010,Kharif     ,Onion,1620.0,26924.0
724,Andhra Pradesh,ANANTAPUR,2010,Kharif     ,Ragi,1876.0,3343.0
725,Andhra Pradesh,ANANTAPUR,2010,Kharif     ,Rice,34973.0,102007.0
727,Andhra Pradesh,ANANTAPUR,2010,Kharif     ,Soyabean,1682.0,2866.0
728,Andhra Pradesh,ANANTAPUR,2010,Kharif     ,Urad,14.0,6.0
729,Andhra Pradesh,ANANTAPUR,2010,Rabi       ,Bajra,5.0,4.0
730,Andhra Pradesh,ANANTAPUR,2010,Rabi       ,Gram,94240.0,73601.0
731,Andhra Pradesh,ANANTAPUR,2010,Rabi       ,Groundnut,19993.0,34068.0
732,Andhra Pradesh,ANANTAPUR,2010,Rabi       ,Horse-gram,1527.0,860.0
733,Andhra Pradesh,ANANTAPUR,2010,Rabi       ,Jowar,13274.0,8296.0
734,Andhra Pradesh,ANANTAPUR,2010,Rabi       ,Maize,4750.0,43306.0
735,Andhra Pradesh,ANANTAPUR,2010,Rabi       ,Moong(Green Gram),83.0,29.0
736,Andhra Pradesh,ANANTAPUR,2010,Rabi       ,Onion,306.0,8233.0
737,Andhra Pradesh,ANANTAPUR,2010,Rabi       ,Ragi,556.0,831.0
738,Andhra Pradesh,ANANTAPUR,2010,Rabi       ,Rice,24828.0,69394.0
739,Andhra Pradesh,ANANTAPUR,2010,Rabi       ,Safflower,45.0,31.0
740,Andhra Pradesh,ANANTAPUR,2010,Rabi       ,Urad,559.0,299.0
741,Andhra Pradesh,ANANTAPUR,2010,Rabi       ,Wheat,131.0,171.0
743,Andhra Pradesh,ANANTAPUR,2010,Whole Year ,Banana,4416.0,223825.0
744,Andhra Pradesh,ANANTAPUR,2010,Whole Year ,Coriander,5323.0,3604.0
745,Andhra Pradesh,ANANTAPUR,2010,Whole Year ,Potato,21.0,236.0
746,Andhra Pradesh,ANANTAPUR,2010,Whole Year ,Sugarcane,235.0,20981.0
747,Andhra Pradesh,ANANTAPUR,2010,Whole Year ,Sunflower,17615.0,14072.0
748,Andhra Pradesh,ANANTAPUR,2010,Whole Year ,Sweet potato,4.0,51.0
750,Andhra Pradesh,ANANTAPUR,2010,Whole Year ,Turmeric,13.0,102.0
752,Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Bajra,2614.0,3307.0
753,Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Castor seed,30203.0,1843.0
754,Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Cotton,19299.0,12069.0
755,Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Cowpea,846.0,150.0
756,Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Chillies,4101.0,10425.0
757,Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Groundnut,733960.0,174682.0
758,Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Horse-gram,1212.0,645.0
759,Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Jowar,7190.0,7535.0
760,Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Maize,25447.0,63465.0
761,Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Mesta,15.0,117.0
762,Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Moong(Green Gram),785.0,504.0
763,Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Onion,2757.0,39563.0
766,Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Ragi,1574.0,2679.0
