,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
163021,Punjab,LUDHIANA,2013,Kharif     ,Moong(Green Gram),4000.0,3000.0
163022,Punjab,LUDHIANA,2013,Kharif     ,Rice,257000.0,1137000.0
163023,Punjab,LUDHIANA,2013,Rabi       ,Barley,1000.0,4000.0
163024,Punjab,LUDHIANA,2013,Rabi       ,Peas & beans (Pulses),3000.0,4500.0
163026,Punjab,LUDHIANA,2013,Rabi       ,Wheat,254000.0,1327000.0
163027,Punjab,LUDHIANA,2013,Whole Year ,Sugarcane,2000.0,170000.0
163029,Punjab,LUDHIANA,2014,Kharif     ,Maize,3000.0,21000.0
163030,Punjab,LUDHIANA,2014,Kharif     ,Moong(Green Gram),5000.0,4000.0
163031,Punjab,LUDHIANA,2014,Kharif     ,Rice,257000.0,1119000.0
163032,Punjab,LUDHIANA,2014,Rabi       ,Barley,1000.0,3500.0
163033,Punjab,LUDHIANA,2014,Rabi       ,Peas & beans (Pulses),3000.0,4500.0
163035,Punjab,LUDHIANA,2014,Rabi       ,Wheat,253000.0,1129000.0
163036,Punjab,LUDHIANA,2014,Whole Year ,Sugarcane,3000.0,258000.0
163037,Punjab,MANSA,1997,Kharif     ,Bajra,1000.0,1000.0
163038,Punjab,MANSA,1997,Kharif     ,Groundnut,1000.0,1000.0
163039,Punjab,MANSA,1997,Kharif     ,Rice,58000.0,220000.0
163040,Punjab,MANSA,1997,Rabi       ,Barley,4000.0,10000.0
163041,Punjab,MANSA,1997,Rabi       ,Gram,2300.0,1600.0
163043,Punjab,MANSA,1997,Rabi       ,Wheat,157000.0,558000.0
163044,Punjab,MANSA,1997,Whole Year ,Cotton,103000.0,165000.0
163045,Punjab,MANSA,1997,Whole Year ,Moong(Green Gram),800.0,500.0
163046,Punjab,MANSA,1997,Whole Year ,Sugarcane,1000.0,60000.0
163047,Punjab,MANSA,1998,Kharif     ,Bajra,1000.0,1000.0
163048,Punjab,MANSA,1998,Kharif     ,Cotton,83000.0,70000.0
163049,Punjab,MANSA,1998,Kharif     ,Moong(Green Gram),700.0,400.0
163050,Punjab,MANSA,1998,Kharif     ,Rice,84000.0,215000.0
163051,Punjab,MANSA,1998,Rabi       ,Barley,3000.0,8000.0
163052,Punjab,MANSA,1998,Rabi       ,Gram,2300.0,1600.0
163054,Punjab,MANSA,1998,Rabi       ,Wheat,159000.0,687000.0
163055,Punjab,MANSA,1998,Whole Year ,Sugarcane,1000.0,60000.0
163056,Punjab,MANSA,1999,Kharif     ,Bajra,2000.0,1000.0
163057,Punjab,MANSA,1999,Kharif     ,Cotton,72000.0,159000.0
163058,Punjab,MANSA,1999,Kharif     ,Moong(Green Gram),700.0,400.0
163059,Punjab,MANSA,1999,Kharif     ,Rice,91000.0,291000.0
163060,Punjab,MANSA,1999,Kharif     ,Sesamum,100.0,0.0
163061,Punjab,MANSA,1999,Rabi       ,Barley,3000.0,10000.0
163062,Punjab,MANSA,1999,Rabi       ,Gram,1000.0,900.0
163064,Punjab,MANSA,1999,Rabi       ,Wheat,157000.0,719000.0
163065,Punjab,MANSA,1999,Whole Year ,Sugarcane,1000.0,60000.0
163066,Punjab,MANSA,2000,Kharif     ,Bajra,1000.0,1000.0
163067,Punjab,MANSA,2000,Kharif     ,Cotton,79000.0,193000.0
163068,Punjab,MANSA,2000,Kharif     ,Moong(Green Gram),700.0,400.0
163069,Punjab,MANSA,2000,Kharif     ,Rice,84000.0,306000.0
163070,Punjab,MANSA,2000,Kharif     ,Sesamum,100.0,10.0
163071,Punjab,MANSA,2000,Rabi       ,Barley,3000.0,10000.0
163072,Punjab,MANSA,2000,Rabi       ,Gram,700.0,600.0
163073,Punjab,MANSA,2000,Rabi       ,Wheat,163000.0,748000.0
163074,Punjab,MANSA,2000,Whole Year ,Sugarcane,1000.0,60000.0
163075,Punjab,MANSA,2001,Kharif     ,Cotton,92000.0,182000.0
163076,Punjab,MANSA,2001,Kharif     ,Moong(Green Gram),500.0,200.0
163077,Punjab,MANSA,2001,Kharif     ,Rice,68000.0,242000.0
163078,Punjab,MANSA,2001,Kharif     ,Sesamum,300.0,100.0
163079,Punjab,MANSA,2001,Rabi       ,Barley,2000.0,5000.0
163080,Punjab,MANSA,2001,Rabi       ,Gram,500.0,300.0
163082,Punjab,MANSA,2001,Rabi       ,Wheat,165000.0,667000.0
163083,Punjab,MANSA,2001,Whole Year ,Sugarcane,1000.0,70000.0
163084,Punjab,MANSA,2002,Kharif     ,Bajra,2000.0,2000.0
163085,Punjab,MANSA,2002,Kharif     ,Cotton,70000.0,168000.0
163086,Punjab,MANSA,2002,Kharif     ,Groundnut,300.0,200.0
163087,Punjab,MANSA,2002,Kharif     ,Maize,1000.0,2000.0
163088,Punjab,MANSA,2002,Kharif     ,Moong(Green Gram),400.0,200.0
163089,Punjab,MANSA,2002,Kharif     ,Rice,88000.0,267000.0
163090,Punjab,MANSA,2002,Kharif     ,Sesamum,1200.0,300.0
163091,Punjab,MANSA,2002,Rabi       ,Barley,2000.0,6000.0
163092,Punjab,MANSA,2002,Rabi       ,Gram,400.0,400.0
163094,Punjab,MANSA,2002,Rabi       ,Wheat,163000.0,691000.0
163095,Punjab,MANSA,2002,Whole Year ,Guar seed,5500.0,3600.0
163096,Punjab,MANSA,2002,Whole Year ,Sugarcane,1000.0,50000.0
163097,Punjab,MANSA,2003,Kharif     ,Bajra,3000.0,3000.0
163098,Punjab,MANSA,2003,Kharif     ,Cotton,73000.0,246000.0
163099,Punjab,MANSA,2003,Kharif     ,Groundnut,200.0,200.0
163100,Punjab,MANSA,2003,Kharif     ,Moong(Green Gram),700.0,500.0
163101,Punjab,MANSA,2003,Kharif     ,Rice,78000.0,299000.0
163102,Punjab,MANSA,2003,Kharif     ,Sesamum,300.0,100.0
163103,Punjab,MANSA,2003,Rabi       ,Barley,2000.0,7000.0
163104,Punjab,MANSA,2003,Rabi       ,Gram,700.0,400.0
163106,Punjab,MANSA,2003,Rabi       ,Wheat,166000.0,691000.0
163107,Punjab,MANSA,2003,Whole Year ,Guar seed,6300.0,3100.0
163108,Punjab,MANSA,2004,Kharif     ,Bajra,2000.0,2000.0
163109,Punjab,MANSA,2004,Kharif     ,Cotton,82000.0,350000.0
163110,Punjab,MANSA,2004,Kharif     ,Groundnut,100.0,100.0
163111,Punjab,MANSA,2004,Kharif     ,Moong(Green Gram),500.0,400.0
163112,Punjab,MANSA,2004,Kharif     ,Rice,75000.0,307000.0
163113,Punjab,MANSA,2004,Kharif     ,Sesamum,400.0,200.0
163114,Punjab,MANSA,2004,Rabi       ,Barley,2000.0,6000.0
163115,Punjab,MANSA,2004,Rabi       ,Gram,400.0,300.0
163117,Punjab,MANSA,2004,Rabi       ,Wheat,167000.0,707000.0
163118,Punjab,MANSA,2004,Whole Year ,Guar seed,4200.0,2300.0
163119,Punjab,MANSA,2005,Kharif     ,Bajra,1000.0,1000.0
163120,Punjab,MANSA,2005,Kharif     ,Cotton,91000.0,365000.0
163121,Punjab,MANSA,2005,Kharif     ,Groundnut,100.0,100.0
163122,Punjab,MANSA,2005,Kharif     ,Moong(Green Gram),500.0,400.0
163123,Punjab,MANSA,2005,Kharif     ,Rice,70000.0,291000.0
163124,Punjab,MANSA,2005,Kharif     ,Sesamum,500.0,200.0
163125,Punjab,MANSA,2005,Rabi       ,Barley,2000.0,5000.0
163126,Punjab,MANSA,2005,Rabi       ,Gram,300.0,200.0
163128,Punjab,MANSA,2005,Rabi       ,Wheat,163000.0,612000.0
163129,Punjab,MANSA,2005,Whole Year ,Guar seed,4300.0,3200.0
163130,Punjab,MANSA,2006,Kharif     ,Bajra,1000.0,1000.0
163131,Punjab,MANSA,2006,Kharif     ,Cotton,93000.0,405000.0
163132,Punjab,MANSA,2006,Kharif     ,Groundnut,100.0,100.0
163133,Punjab,MANSA,2006,Kharif     ,Moong(Green Gram),600.0,400.0
163134,Punjab,MANSA,2006,Kharif     ,Rice,62000.0,259000.0
163135,Punjab,MANSA,2006,Kharif     ,Sesamum,400.0,100.0
163136,Punjab,MANSA,2006,Rabi       ,Barley,2000.0,6000.0
163137,Punjab,MANSA,2006,Rabi       ,Gram,400.0,500.0
163139,Punjab,MANSA,2006,Rabi       ,Wheat,165000.0,718000.0
163140,Punjab,MANSA,2006,Whole Year ,Guar seed,4500.0,3800.0
163141,Punjab,MANSA,2007,Kharif     ,Bajra,1000.0,1000.0
163142,Punjab,MANSA,2007,Kharif     ,Cotton,100000.0,438000.0
163143,Punjab,MANSA,2007,Kharif     ,Groundnut,100.0,100.0
163144,Punjab,MANSA,2007,Kharif     ,Guar seed,54.0,46.0
163145,Punjab,MANSA,2007,Kharif     ,Moong(Green Gram),500.0,200.0
163146,Punjab,MANSA,2007,Kharif     ,Rice,61000.0,252000.0
163147,Punjab,MANSA,2007,Kharif     ,Sesamum,200.0,100.0
163148,Punjab,MANSA,2007,Rabi       ,Barley,1000.0,3000.0
163149,Punjab,MANSA,2007,Rabi       ,Gram,2000.0,2000.0
163151,Punjab,MANSA,2007,Rabi       ,Wheat,169000.0,727000.0
163152,Punjab,MANSA,2008,Kharif     ,Cotton,90000.0,366000.0
163153,Punjab,MANSA,2008,Kharif     ,Groundnut,100.0,100.0
163154,Punjab,MANSA,2008,Kharif     ,Guar seed,52.0,44.0
163155,Punjab,MANSA,2008,Kharif     ,Moong(Green Gram),300.0,200.0
163156,Punjab,MANSA,2008,Kharif     ,Rice,71000.0,296000.0
163157,Punjab,MANSA,2008,Kharif     ,Sesamum,200.0,100.0
163158,Punjab,MANSA,2008,Rabi       ,Barley,1000.0,3000.0
163159,Punjab,MANSA,2008,Rabi       ,Gram,1000.0,1000.0
163161,Punjab,MANSA,2008,Rabi       ,Wheat,171000.0,791000.0
163162,Punjab,MANSA,2009,Kharif     ,Bajra,1000.0,1000.0
163163,Punjab,MANSA,2009,Kharif     ,Cotton,89000.0,328000.0
163164,Punjab,MANSA,2009,Kharif     ,Groundnut,100.0,100.0
163165,Punjab,MANSA,2009,Kharif     ,Guar seed,30.0,25.0
163166,Punjab,MANSA,2009,Kharif     ,Moong(Green Gram),300.0,200.0
163167,Punjab,MANSA,2009,Kharif     ,Rice,77000.0,324000.0
163168,Punjab,MANSA,2009,Kharif     ,Sesamum,100.0,
163169,Punjab,MANSA,2009,Rabi       ,Barley,1000.0,3000.0
163170,Punjab,MANSA,2009,Rabi       ,Gram,2000.0,3000.0
163172,Punjab,MANSA,2009,Rabi       ,Wheat,170000.0,730000.0
163173,Punjab,MANSA,2010,Kharif     ,Bajra,1000.0,1000.0
163174,Punjab,MANSA,2010,Kharif     ,Cotton,88000.0,351000.0
163175,Punjab,MANSA,2010,Kharif     ,Moong(Green Gram),400.0,300.0
163176,Punjab,MANSA,2010,Kharif     ,Rice,78000.0,316000.0
163177,Punjab,MANSA,2010,Rabi       ,Barley,1000.0,3000.0
163178,Punjab,MANSA,2010,Rabi       ,Gram,100.0,100.0
163180,Punjab,MANSA,2010,Rabi       ,Wheat,170000.0,830000.0
163181,Punjab,MANSA,2010,Whole Year ,Guar seed,3100.0,2900.0
163182,Punjab,MANSA,2011,Kharif     ,Bajra,1000.0,1000.0
163183,Punjab,MANSA,2011,Kharif     ,Cotton,93000.0,338000.0
163184,Punjab,MANSA,2011,Kharif     ,Groundnut,1000.0,1000.0
163185,Punjab,MANSA,2011,Kharif     ,Guar seed,19000.0,16000.0
163186,Punjab,MANSA,2011,Kharif     ,Moong(Green Gram),3000.0,2000.0
163187,Punjab,MANSA,2011,Kharif     ,Rice,74000.0,292000.0
163188,Punjab,MANSA,2011,Rabi       ,Barley,1000.0,3000.0
163189,Punjab,MANSA,2011,Rabi       ,Gram,1000.0,2000.0
163191,Punjab,MANSA,2011,Rabi       ,Wheat,170000.0,841000.0
163192,Punjab,MANSA,2012,Kharif     ,Bajra,1000.0,1000.0
163193,Punjab,MANSA,2012,Kharif     ,Cotton,90000.0,317000.0
163194,Punjab,MANSA,2012,Kharif     ,Guar seed,2900.0,2900.0
163195,Punjab,MANSA,2012,Kharif     ,Moong(Green Gram),100.0,100.0
163196,Punjab,MANSA,2012,Kharif     ,Rice,78000.0,321000.0
163197,Punjab,MANSA,2012,Rabi       ,Barley,1000.0,3000.0
163198,Punjab,MANSA,2012,Rabi       ,Gram,100.0,100.0
163201,Punjab,MANSA,2012,Rabi       ,Wheat,171000.0,759000.0
163202,Punjab,MANSA,2012,Whole Year ,Guar seed,2800.0,2800.0
163203,Punjab,MANSA,2013,Kharif     ,Bajra,200.0,200.0
163204,Punjab,MANSA,2013,Kharif     ,Cotton,86000.0,275000.0
163205,Punjab,MANSA,2013,Kharif     ,Guar seed,4800.0,4500.0
163206,Punjab,MANSA,2013,Kharif     ,Moong(Green Gram),4000.0,2000.0
163207,Punjab,MANSA,2013,Kharif     ,Rice,81000.0,334000.0
163208,Punjab,MANSA,2013,Rabi       ,Barley,1000.0,3000.0
163210,Punjab,MANSA,2013,Rabi       ,Wheat,170000.0,854000.0
163211,Punjab,MANSA,2014,Kharif     ,Cotton,84000.0,251000.0
163212,Punjab,MANSA,2014,Kharif     ,Guar seed,3800.0,2800.0
163213,Punjab,MANSA,2014,Kharif     ,Rice,82000.0,296000.0
163214,Punjab,MANSA,2014,Rabi       ,Barley,1000.0,3100.0
163215,Punjab,MANSA,2014,Rabi       ,Gram,1000.0,1300.0
163217,Punjab,MANSA,2014,Rabi       ,Wheat,166000.0,742000.0
163219,Punjab,MOGA,1997,Kharif     ,Rice,107000.0,429000.0
163220,Punjab,MOGA,1997,Rabi       ,Barley,1000.0,3000.0
163221,Punjab,MOGA,1997,Rabi       ,Gram,200.0,200.0
163223,Punjab,MOGA,1997,Rabi       ,Wheat,124000.0,530000.0
163224,Punjab,MOGA,1997,Whole Year ,Cotton,16000.0,24000.0
163225,Punjab,MOGA,1997,Whole Year ,Moong(Green Gram),3200.0,2000.0
163226,Punjab,MOGA,1997,Whole Year ,Sugarcane,1000.0,60000.0
163228,Punjab,MOGA,1998,Kharif     ,Cotton,9000.0,10000.0
163229,Punjab,MOGA,1998,Kharif     ,Moong(Green Gram),2800.0,1500.0
163230,Punjab,MOGA,1998,Kharif     ,Rice,118000.0,413000.0
163231,Punjab,MOGA,1998,Rabi       ,Barley,1000.0,3000.0
163232,Punjab,MOGA,1998,Rabi       ,Gram,200.0,200.0
163234,Punjab,MOGA,1998,Rabi       ,Wheat,124000.0,562000.0
163236,Punjab,MOGA,1999,Kharif     ,Cotton,9000.0,13000.0
163237,Punjab,MOGA,1999,Kharif     ,Moong(Green Gram),2100.0,1200.0
163238,Punjab,MOGA,1999,Kharif     ,Rice,117000.0,393000.0
163239,Punjab,MOGA,1999,Rabi       ,Barley,1000.0,4000.0
163240,Punjab,MOGA,1999,Rabi       ,Gram,200.0,300.0
163242,Punjab,MOGA,1999,Rabi       ,Wheat,170000.0,838000.0
163244,Punjab,MOGA,2000,Kharif     ,Bajra,2000.0,1000.0
163245,Punjab,MOGA,2000,Kharif     ,Cotton,8000.0,20000.0
163246,Punjab,MOGA,2000,Kharif     ,Moong(Green Gram),4000.0,2900.0
163247,Punjab,MOGA,2000,Kharif     ,Rice,159000.0,596000.0
163248,Punjab,MOGA,2000,Kharif     ,Sesamum,100.0,10.0
163249,Punjab,MOGA,2000,Rabi       ,Barley,1000.0,3000.0
163250,Punjab,MOGA,2000,Rabi       ,Gram,400.0,500.0
163251,Punjab,MOGA,2000,Rabi       ,Wheat,172000.0,818000.0
163252,Punjab,MOGA,2000,Whole Year ,Sugarcane,1000.0,60000.0
163254,Punjab,MOGA,2001,Kharif     ,Cotton,14000.0,20000.0
163255,Punjab,MOGA,2001,Kharif     ,Maize,1000.0,3000.0
163256,Punjab,MOGA,2001,Kharif     ,Moong(Green Gram),2800.0,200.0
163257,Punjab,MOGA,2001,Kharif     ,Rice,151000.0,579000.0
163258,Punjab,MOGA,2001,Kharif     ,Sesamum,100.0,100.0
163259,Punjab,MOGA,2001,Rabi       ,Barley,1000.0,3000.0
163260,Punjab,MOGA,2001,Rabi       ,Gram,500.0,600.0
163262,Punjab,MOGA,2001,Rabi       ,Wheat,167000.0,779000.0
163263,Punjab,MOGA,2001,Whole Year ,Sugarcane,2000.0,150000.0
163265,Punjab,MOGA,2002,Kharif     ,Cotton,5000.0,6000.0
163266,Punjab,MOGA,2002,Kharif     ,Maize,1000.0,2000.0
163267,Punjab,MOGA,2002,Kharif     ,Moong(Green Gram),1600.0,900.0
163268,Punjab,MOGA,2002,Kharif     ,Rice,149000.0,568000.0
163269,Punjab,MOGA,2002,Kharif     ,Sesamum,100.0,0.0
163270,Punjab,MOGA,2002,Rabi       ,Barley,1000.0,2000.0
163271,Punjab,MOGA,2002,Rabi       ,Gram,500.0,400.0
163273,Punjab,MOGA,2002,Rabi       ,Wheat,170000.0,735000.0
163274,Punjab,MOGA,2002,Whole Year ,Sugarcane,2000.0,100000.0
163276,Punjab,MOGA,2003,Kharif     ,Cotton,4000.0,11000.0
163277,Punjab,MOGA,2003,Kharif     ,Maize,1000.0,3000.0
163278,Punjab,MOGA,2003,Kharif     ,Moong(Green Gram),1400.0,1100.0
163279,Punjab,MOGA,2003,Kharif     ,Rice,163000.0,667000.0
163280,Punjab,MOGA,2003,Rabi       ,Barley,1000.0,3000.0
163281,Punjab,MOGA,2003,Rabi       ,Gram,200.0,300.0
163283,Punjab,MOGA,2003,Rabi       ,Wheat,171000.0,743000.0
163284,Punjab,MOGA,2003,Whole Year ,Guar seed,200.0,100.0
163285,Punjab,MOGA,2003,Whole Year ,Sugarcane,1000.0,60000.0
163287,Punjab,MOGA,2004,Kharif     ,Cotton,6000.0,20000.0
163288,Punjab,MOGA,2004,Kharif     ,Moong(Green Gram),1100.0,1100.0
163289,Punjab,MOGA,2004,Kharif     ,Rice,164000.0,731000.0
163290,Punjab,MOGA,2004,Rabi       ,Barley,1000.0,3000.0
163291,Punjab,MOGA,2004,Rabi       ,Gram,200.0,100.0
163293,Punjab,MOGA,2004,Rabi       ,Wheat,173000.0,759000.0
163294,Punjab,MOGA,2004,Whole Year ,Guar seed,100.0,100.0
163295,Punjab,MOGA,2004,Whole Year ,Sugarcane,1000.0,60000.0
163297,Punjab,MOGA,2005,Kharif     ,Cotton,7000.0,28000.0
163298,Punjab,MOGA,2005,Kharif     ,Moong(Green Gram),1000.0,1000.0
163299,Punjab,MOGA,2005,Kharif     ,Rice,167000.0,735000.0
163300,Punjab,MOGA,2005,Rabi       ,Barley,1000.0,3000.0
163301,Punjab,MOGA,2005,Rabi       ,Gram,200.0,100.0
163303,Punjab,MOGA,2005,Rabi       ,Wheat,174000.0,767000.0
163305,Punjab,MOGA,2006,Kharif     ,Cotton,7000.0,29000.0
163306,Punjab,MOGA,2006,Kharif     ,Moong(Green Gram),1000.0,1300.0
163307,Punjab,MOGA,2006,Kharif     ,Rice,168000.0,711000.0
163308,Punjab,MOGA,2006,Rabi       ,Barley,1000.0,3000.0
163309,Punjab,MOGA,2006,Rabi       ,Gram,200.0,100.0
163311,Punjab,MOGA,2006,Rabi       ,Wheat,175000.0,725000.0
163313,Punjab,MOGA,2007,Kharif     ,Cotton,8000.0,32000.0
163314,Punjab,MOGA,2007,Kharif     ,Moong(Green Gram),800.0,500.0
163315,Punjab,MOGA,2007,Kharif     ,Rice,169000.0,749000.0
163316,Punjab,MOGA,2007,Rabi       ,Gram,1000.0,1000.0
163318,Punjab,MOGA,2007,Rabi       ,Wheat,175000.0,818000.0
163320,Punjab,MOGA,2008,Kharif     ,Cotton,6000.0,36000.0
163321,Punjab,MOGA,2008,Kharif     ,Moong(Green Gram),700.0,600.0
163322,Punjab,MOGA,2008,Kharif     ,Rice,174000.0,800000.0
163323,Punjab,MOGA,2008,Kharif     ,Sesamum,100.0,
163324,Punjab,MOGA,2008,Rabi       ,Barley,1000.0,3000.0
163325,Punjab,MOGA,2008,Rabi       ,Gram,1000.0,1000.0
163327,Punjab,MOGA,2008,Rabi       ,Wheat,117000.0,873000.0
163329,Punjab,MOGA,2009,Kharif     ,Cotton,4000.0,17000.0
163330,Punjab,MOGA,2009,Kharif     ,Guar seed,1.0,1.0
163331,Punjab,MOGA,2009,Kharif     ,Moong(Green Gram),500.0,400.0
163332,Punjab,MOGA,2009,Kharif     ,Rice,172000.0,812000.0
163334,Punjab,MOGA,2009,Rabi       ,Wheat,177000.0,779000.0
163336,Punjab,MOGA,2010,Kharif     ,Cotton,3000.0,9000.0
163337,Punjab,MOGA,2010,Kharif     ,Moong(Green Gram),700.0,600.0
163338,Punjab,MOGA,2010,Kharif     ,Rice,172000.0,745000.0
163340,Punjab,MOGA,2010,Rabi       ,Wheat,177000.0,887000.0
163342,Punjab,MOGA,2011,Kharif     ,Cotton,3000.0,5000.0
163343,Punjab,MOGA,2011,Kharif     ,Moong(Green Gram),5000.0,4000.0
163344,Punjab,MOGA,2011,Kharif     ,Rice,174000.0,759000.0
163345,Punjab,MOGA,2011,Rabi       ,Wheat,176000.0,961000.0
163347,Punjab,MOGA,2012,Kharif     ,Cotton,2000.0,9000.0
163348,Punjab,MOGA,2012,Kharif     ,Moong(Green Gram),300.0,300.0
163349,Punjab,MOGA,2012,Kharif     ,Rice,176000.0,794000.0
163350,Punjab,MOGA,2012,Rabi       ,Gram,100.0,100.0
163352,Punjab,MOGA,2012,Rabi       ,Wheat,176000.0,871000.0
163354,Punjab,MOGA,2013,Kharif     ,Cotton,2000.0,8000.0
163355,Punjab,MOGA,2013,Kharif     ,Moong(Green Gram),2000.0,2000.0
163356,Punjab,MOGA,2013,Kharif     ,Rice,176000.0,815000.0
163357,Punjab,MOGA,2013,Rabi       ,Gram,1000.0,1200.0
163359,Punjab,MOGA,2013,Rabi       ,Wheat,176000.0,922000.0
163361,Punjab,MOGA,2014,Kharif     ,Cotton,1000.0,3000.0
163362,Punjab,MOGA,2014,Kharif     ,Moong(Green Gram),2000.0,2000.0
163363,Punjab,MOGA,2014,Kharif     ,Rice,177000.0,815000.0
163364,Punjab,MOGA,2014,Rabi       ,Gram,1000.0,1100.0
163366,Punjab,MOGA,2014,Rabi       ,Wheat,175000.0,794000.0
163367,Punjab,MUKTSAR,1997,Kharif     ,Rice,28000.0,97000.0
163368,Punjab,MUKTSAR,1997,Kharif     ,Sesamum,400.0,100.0
163369,Punjab,MUKTSAR,1997,Rabi       ,Barley,7000.0,21000.0
163370,Punjab,MUKTSAR,1997,Rabi       ,Gram,1800.0,1300.0
163372,Punjab,MUKTSAR,1997,Rabi       ,Wheat,176000.0,609000.0
163373,Punjab,MUKTSAR,1997,Whole Year ,Cotton,161000.0,154000.0
163374,Punjab,MUKTSAR,1997,Whole Year ,Moong(Green Gram),3600.0,1800.0
163375,Punjab,MUKTSAR,1997,Whole Year ,Sugarcane,2000.0,110000.0
163376,Punjab,MUKTSAR,1998,Kharif     ,Cotton,109000.0,100000.0
163377,Punjab,MUKTSAR,1998,Kharif     ,Moong(Green Gram),1900.0,1300.0
163378,Punjab,MUKTSAR,1998,Kharif     ,Rice,77000.0,221000.0
163379,Punjab,MUKTSAR,1998,Kharif     ,Sesamum,300.0,100.0
163380,Punjab,MUKTSAR,1998,Rabi       ,Barley,5000.0,16000.0
163381,Punjab,MUKTSAR,1998,Rabi       ,Gram,1600.0,1500.0
163382,Punjab,MUKTSAR,1998,Rabi       ,Peas & beans (Pulses),200.0,200.0
163384,Punjab,MUKTSAR,1998,Rabi       ,Wheat,175000.0,741000.0
163385,Punjab,MUKTSAR,1998,Whole Year ,Sugarcane,2000.0,130000.0
163386,Punjab,MUKTSAR,1999,Kharif     ,Cotton,85000.0,170000.0
163387,Punjab,MUKTSAR,1999,Kharif     ,Maize,2000.0,5000.0
163388,Punjab,MUKTSAR,1999,Kharif     ,Moong(Green Gram),3000.0,1600.0
163389,Punjab,MUKTSAR,1999,Kharif     ,Rice,91000.0,272000.0
163390,Punjab,MUKTSAR,1999,Kharif     ,Sesamum,1000.0,400.0
163391,Punjab,MUKTSAR,1999,Rabi       ,Barley,4000.0,13000.0
163392,Punjab,MUKTSAR,1999,Rabi       ,Gram,600.0,700.0
163394,Punjab,MUKTSAR,1999,Rabi       ,Wheat,187000.0,884000.0
163395,Punjab,MUKTSAR,1999,Whole Year ,Sugarcane,2000.0,130000.0
163397,Punjab,MUKTSAR,2000,Kharif     ,Cotton,87000.0,233000.0
163398,Punjab,MUKTSAR,2000,Kharif     ,Maize,3000.0,8000.0
163399,Punjab,MUKTSAR,2000,Kharif     ,Moong(Green Gram),2200.0,1700.0
163400,Punjab,MUKTSAR,2000,Kharif     ,Rice,89000.0,309000.0
163401,Punjab,MUKTSAR,2000,Kharif     ,Sesamum,1100.0,500.0
163402,Punjab,MUKTSAR,2000,Rabi       ,Barley,4000.0,13000.0
163403,Punjab,MUKTSAR,2000,Rabi       ,Gram,500.0,500.0
163405,Punjab,MUKTSAR,2000,Rabi       ,Wheat,189000.0,869000.0
163406,Punjab,MUKTSAR,2000,Whole Year ,Sugarcane,4000.0,290000.0
163408,Punjab,MUKTSAR,2001,Kharif     ,Cotton,126000.0,276000.0
163409,Punjab,MUKTSAR,2001,Kharif     ,Moong(Green Gram),1500.0,1800.0
163410,Punjab,MUKTSAR,2001,Kharif     ,Rice,65000.0,239000.0
163411,Punjab,MUKTSAR,2001,Kharif     ,Sesamum,1500.0,700.0
163412,Punjab,MUKTSAR,2001,Rabi       ,Barley,3000.0,9000.0
163413,Punjab,MUKTSAR,2001,Rabi       ,Gram,300.0,300.0
163415,Punjab,MUKTSAR,2001,Rabi       ,Wheat,193000.0,818000.0
163416,Punjab,MUKTSAR,2001,Whole Year ,Sugarcane,5000.0,380000.0
163417,Punjab,MUKTSAR,2002,Kharif     ,Bajra,1000.0,1000.0
163418,Punjab,MUKTSAR,2002,Kharif     ,Cotton,86000.0,202000.0
163419,Punjab,MUKTSAR,2002,Kharif     ,Groundnut,300.0,200.0
163420,Punjab,MUKTSAR,2002,Kharif     ,Maize,1000.0,1000.0
163421,Punjab,MUKTSAR,2002,Kharif     ,Moong(Green Gram),1700.0,800.0
163422,Punjab,MUKTSAR,2002,Kharif     ,Moth,100.0,100.0
163423,Punjab,MUKTSAR,2002,Kharif     ,Rice,83000.0,261000.0
163424,Punjab,MUKTSAR,2002,Kharif     ,Sesamum,2400.0,700.0
163425,Punjab,MUKTSAR,2002,Rabi       ,Barley,3000.0,10000.0
163426,Punjab,MUKTSAR,2002,Rabi       ,Gram,500.0,300.0
163428,Punjab,MUKTSAR,2002,Rabi       ,Wheat,192000.0,809000.0
163429,Punjab,MUKTSAR,2002,Whole Year ,Guar seed,5400.0,3200.0
163430,Punjab,MUKTSAR,2002,Whole Year ,Sugarcane,8000.0,500000.0
163432,Punjab,MUKTSAR,2003,Kharif     ,Cotton,91000.0,267000.0
163433,Punjab,MUKTSAR,2003,Kharif     ,Groundnut,400.0,400.0
163434,Punjab,MUKTSAR,2003,Kharif     ,Moong(Green Gram),1900.0,1700.0
163435,Punjab,MUKTSAR,2003,Kharif     ,Rice,87000.0,328000.0
163436,Punjab,MUKTSAR,2003,Kharif     ,Sesamum,700.0,200.0
163437,Punjab,MUKTSAR,2003,Rabi       ,Barley,3000.0,10000.0
163438,Punjab,MUKTSAR,2003,Rabi       ,Gram,300.0,200.0
163440,Punjab,MUKTSAR,2003,Rabi       ,Wheat,197000.0,814000.0
163441,Punjab,MUKTSAR,2003,Whole Year ,Guar seed,8300.0,5200.0
163442,Punjab,MUKTSAR,2003,Whole Year ,Sugarcane,4000.0,210000.0
163444,Punjab,MUKTSAR,2004,Kharif     ,Bajra,1000.0,1000.0
163445,Punjab,MUKTSAR,2004,Kharif     ,Cotton,105000.0,437000.0
163446,Punjab,MUKTSAR,2004,Kharif     ,Groundnut,200.0,100.0
